row_id,doc_idx,doc_id,char_index,char,left_context,right_context,window_text,prev_char,next_char,prev_token,next_token,rule_guess,gold_label,annotator_note,dot_idx_in_doc
d10_p805,10,10,805,., prosesini öyrənmək üçün istifadə edilir," İslamda Allah Müntəkim (intiqam alan), "," prosesini öyrənmək üçün istifadə edilir. İslamda Allah Müntəkim (intiqam alan), ",r, ,edilir,İslamda,1,1,,6
d10_p905,10,10,905,.,ütekabbir sözünün kökü kebir sözündəndir," Kebir hərfi mənada böyük deməkdir.), Sa","ütekabbir sözünün kökü kebir sözündəndir. Kebir hərfi mənada böyük deməkdir.), Sa",r, ,sözündəndir,Kebir,1,1,,7
d10_p940,10,10,940,.,əndir. Kebir hərfi mənada böyük deməkdir,"), Sabur (çox səbirli), Cəlil (Cəlalət 1","əndir. Kebir hərfi mənada böyük deməkdir.), Sabur (çox səbirli), Cəlil (Cəlalət 1",r,),deməkdir,,0,0,,8
d10_p1114,10,10,1114,.,i hissləri ifadə edən adlarla da tanınır, Allahı təsvir etmək üçün antropomorfik ,i hissləri ifadə edən adlarla da tanınır. Allahı təsvir etmək üçün antropomorfik ,r, ,tanınır,Allahı,1,1,,9
d10_p1269,10,10,1269,.,də gərgin müzakirələrin mövzusu olmuşdur, İbrahimi dinlərin müqəddəs kitablarında,də gərgin müzakirələrin mövzusu olmuşdur. İbrahimi dinlərin müqəddəs kitablarında,r, ,olmuşdur,İbrahimi,1,1,,10
d10_p1396,10,10,1396,.,a bənzəməkdən kənarlaşdıran ifadələr var," Ümumi nöqteyi-nəzərdən demək olar ki, T","a bənzəməkdən kənarlaşdıran ifadələr var. Ümumi nöqteyi-nəzərdən demək olar ki, T",r, ,var,Ümumi,1,1,,11
d10_p1485,10,10,1485,., İncildə tənzihdən daha çox bənzətmə var,, İncildə tənzihdən daha çox bənzətmə var.,r,,var,,1,1,,12
d11_p18,11,11,18,.,Sasani hökmdarı II," Xosravi təqlid edən büst, Ay-ulduz, Bəs","Sasani hökmdarı II. Xosravi təqlid edən büst, Ay-ulduz, Bəs",I, ,II,Xosravi,0,0,,0
d11_p82,11,11,82,.,"st, Ay-ulduz, Bəsmələ və Zərdüşti atəşi ", İslam simvollarının bütpərəst simvollar,"st, Ay-ulduz, Bəsmələ və Zərdüşti atəşi . İslam simvollarının bütpərəst simvollar", , ,atəşi,İslam,1,1,,1
d11_p227,11,11,227,.,ü və dəyişdirilməsi prosesinə işarə edir, Allah sözünün ərəb sözü olmadığı iddias,ü və dəyişdirilməsi prosesinə işarə edir. Allah sözünün ərəb sözü olmadığı iddias,r, ,edir,Allah,1,1,,2
d11_p344,11,11,344,.,dilçiləri tərəfindən çox müzakirə olunub, Eramızdan əvvəl 2000-ci ilə aid Kənan p,dilçiləri tərəfindən çox müzakirə olunub. Eramızdan əvvəl 2000-ci ilə aid Kənan p,b, ,olunub,Eramızdan,1,1,,3
d11_p428,11,11,428,.,eonunda El və ya İl tanrı mövqeyində idi," El hər şeyə qadirdir, əbədidir, göydə v","eonunda El və ya İl tanrı mövqeyində idi. El hər şeyə qadirdir, əbədidir, göydə v",i, ,idi,El,1,1,,4
d11_p553,11,11,553,.,"ər şeyin yaradıcısı, əhd tanrısıdır və s", kimi keyfiyyətlərə malik idi. Əhdi-Cədi,"ər şeyin yaradıcısı, əhd tanrısıdır və s. kimi keyfiyyətlərə malik idi. Əhdi-Cədi",s, ,s,kimi,0,0,,5
d11_p583,11,11,583,.,sıdır və s. kimi keyfiyyətlərə malik idi, Əhdi-Cədiddə Eli və Elohi tanrı mənasın,sıdır və s. kimi keyfiyyətlərə malik idi. Əhdi-Cədiddə Eli və Elohi tanrı mənasın,i, ,idi,Əhdi-Cədiddə,1,1,,6
d11_p644,11,11,644,., Elohi tanrı mənasında istifadə olunurdu," İl və ya El, el və ya il ilə bitən isim"," Elohi tanrı mənasında istifadə olunurdu. İl və ya El, el və ya il ilə bitən isim",u, ,olunurdu,İl,1,1,,7
d11_p711,11,11,711,.,ilə bitən isimlərdə görünməyə davam edir," Cəbri-el, Mika-el, Əzrayil, İsrafil, İs","ilə bitən isimlərdə görünməyə davam edir. Cəbri-el, Mika-el, Əzrayil, İsrafil, İs",r, ,edir,Cəbri-el,1,1,,8
d11_p789,11,11,789,.," İsrail, Yishmael (İsmail), Emanuel və s"," Məlumdur ki, İslamdan əvvəlki ərəb yazı"," İsrail, Yishmael (İsmail), Emanuel və s. Məlumdur ki, İslamdan əvvəlki ərəb yazı",s, ,s,Məlumdur,1,1,,9
d11_p913,11,11,913,.,l və Eloha sözlərindən istifadə etmişlər, Digərləri bu sözü köhnə suriyalı və ya ,l və Eloha sözlərindən istifadə etmişlər. Digərləri bu sözü köhnə suriyalı və ya ,r, ,etmişlər,Digərləri,1,1,,10
d11_p1055,11,11,1055,., Allaha qısaldılması kimi qəbul etmişlər,, Allaha qısaldılması kimi qəbul etmişlər.,r,,etmişlər,,1,1,,11
d12_p102,12,12,102,.,lmüş söz nəzəriyyəsinə şübhə ilə yanaşır, Allah və ya məbud sözü isim və ya başlı,lmüş söz nəzəriyyəsinə şübhə ilə yanaşır. Allah və ya məbud sözü isim və ya başlı,r, ,yanaşır,Allah,1,1,,0
d12_p182,12,12,182,.,ıqdan daha çox sifət kimi işlənə bilərdi, İslamdan əvvəlki dövrdə Allah müşrik Mə,ıqdan daha çox sifət kimi işlənə bilərdi. İslamdan əvvəlki dövrdə Allah müşrik Mə,i, ,bilərdi,İslamdan,1,1,,1
d12_p287,12,12,287,.,msil olunmayan yeganə tanrı və məbud idi," Quranda təsvir edildiyi kimi, Cənubi Ər","msil olunmayan yeganə tanrı və məbud idi. Quranda təsvir edildiyi kimi, Cənubi Ər",i, ,idi,Quranda,1,1,,2
d12_p395,12,12,395,., Uzza və Mənat Allahın qızları adlanırdı," Urukların, Nəbatilərin və İslamdan əvvə"," Uzza və Mənat Allahın qızları adlanırdı. Urukların, Nəbatilərin və İslamdan əvvə",ı, ,adlanırdı,Urukların,1,1,,3
d12_p590,12,12,590,., uşaqlar kimi ünsürlərdən təmizlənmişdir," Bütpərəstlərin baş Tanrısının, ölməz El"," uşaqlar kimi ünsürlərdən təmizlənmişdir. Bütpərəstlərin baş Tanrısının, ölməz El",r, ,təmizlənmişdir,Bütpərəstlərin,1,1,,4
d12_p830,12,12,830,.,"həsiz ki, diqqətdən kənarda qalmamalıdır"," Bütün dinlər əvvəlki dinlərin inanc, di","həsiz ki, diqqətdən kənarda qalmamalıdır. Bütün dinlər əvvəlki dinlərin inanc, di",r, ,qalmamalıdır,Bütün,1,1,,5
d12_p964,12,12,964,.,entlərindən qidalanaraq inkişaf etmişdir, Arami- suryanicə danışan İsa da son nəf,entlərindən qidalanaraq inkişaf etmişdir. Arami- suryanicə danışan İsa da son nəf,r, ,etmişdir,Arami-,1,1,,6
d12_p1107,12,12,1107,.,"lahım, niyə məni tərk etdin?"" ifadə edir"," Ərəbcə ""ilah"" adının suriyalı olduğunu ","lahım, niyə məni tərk etdin?"" ifadə edir. Ərəbcə ""ilah"" adının suriyalı olduğunu ",r, ,edir,Ərəbcə,1,1,,7
d12_p1224,12,12,1224,., ilə əlaqəli olacağını iddia edənlər var," İslamda Allah təkdir əksi, bənzəri və ş"," ilə əlaqəli olacağını iddia edənlər var. İslamda Allah təkdir əksi, bənzəri və ş",r, ,var,İslamda,1,1,,8
d12_p1558,12,12,1558,.,bütün sözlərdən fərqli olduğuna inanılır,,bütün sözlərdən fərqli olduğuna inanılır.,r,,inanılır,,1,1,,9
d13_p60,13,13,60,.,", kimi sözlər cəm isim kimi işlənə bilər", Türkiye Diyanət İşləri İdarəsi Allah ad,", kimi sözlər cəm isim kimi işlənə bilər. Türkiye Diyanət İşləri İdarəsi Allah ad",r, ,bilər,Türkiye,1,1,,0
d13_p156,13,13,156,.,sözündən törəməsi fikrinə üstünlük verib, Allaha inamın inkişafı İbrani dini mətn,sözündən törəməsi fikrinə üstünlük verib. Allaha inamın inkişafı İbrani dini mətn,b, ,verib,Allaha,1,1,,1
d13_p280,13,13,280,.,ər zamanla zəiflədilir və ya məhv edilir," Məsələn, Biblical Jonah kitabında, Midr","ər zamanla zəiflədilir və ya məhv edilir. Məsələn, Biblical Jonah kitabında, Midr",r, ,edilir,Məsələn,1,1,,2
d13_p486,13,13,486,.,dən antropomorfik təsvirləri çıxarmışlar," Muazzez İlmiyə Çığa görə, İbrahimi dinl","dən antropomorfik təsvirləri çıxarmışlar. Muazzez İlmiyə Çığa görə, İbrahimi dinl",r, ,çıxarmışlar,Muazzez,1,1,,3
d13_p656,13,13,656,.,k daha mücərrəd məfhumlarla ifadə olunur," Başlanğıcda o, insan qiyafəsində bir ai","k daha mücərrəd məfhumlarla ifadə olunur. Başlanğıcda o, insan qiyafəsində bir ai",r, ,olunur,Başlanğıcda,1,1,,4
d13_p856,13,13,856,., başqa tanrıları da tanıyan bir tanrıdır, Bu mərhələdə Kainatın yaradıcısı olan A, başqa tanrıları da tanıyan bir tanrıdır. Bu mərhələdə Kainatın yaradıcısı olan A,r, ,tanrıdır,Bu,1,1,,5
d13_p953,13,13,953,.,ər şeyə qadir və hər şeyi bilən tanrıdır, Bu gün İbrahimi dinlər Tanrının zaman v,ər şeyə qadir və hər şeyi bilən tanrıdır. Bu gün İbrahimi dinlər Tanrının zaman v,r, ,tanrıdır,Bu,1,1,,6
d13_p1131,13,13,1131,., də duaları eşidir və onlara cavab verir, İslamda Allaha inamın inkişafı Tək olan, də duaları eşidir və onlara cavab verir. İslamda Allaha inamın inkişafı Tək olan,r, ,verir,İslamda,1,1,,7
d13_p1210,13,13,1210,.,an Allaha iman İslam tövhidinin əsasıdır, İxlas surəsində İslamın Allaha olan ima,an Allaha iman İslam tövhidinin əsasıdır. İxlas surəsində İslamın Allaha olan ima,r, ,əsasıdır,İxlas,1,1,,8
d13_p1423,13,13,1423,.," bir ayağını digərinin üstünə qoymasın """,," bir ayağını digərinin üstünə qoymasın "".","""",,,,1,1,,9
d14_p146,14,14,146,.,r ifadələrə dini mənbələrdə rast gəlinir, Din alimləri məxluqa oxşamayan və hər c,r ifadələrə dini mənbələrdə rast gəlinir. Din alimləri məxluqa oxşamayan və hər c,r, ,gəlinir,Din,1,1,,0
d14_p342,14,14,342,.,larının bilinə bilməyəcəyini bildirirlər, Quranda Muğirə oğlu Vəlid insana bənzər,larının bilinə bilməyəcəyini bildirirlər. Quranda Muğirə oğlu Vəlid insana bənzər,r, ,bildirirlər,Quranda,1,1,,1
d14_p433,14,14,433,., zenim (degenerasiya) kimi təhqir olunur, Quranda Allahın 99 adı arasında intiqam, zenim (degenerasiya) kimi təhqir olunur. Quranda Allahın 99 adı arasında intiqam,r, ,olunur,Quranda,1,1,,2
d14_p522,14,14,522,.,əbir edən ( kimi adlar belə təyin olunur," İki əli, üzü, ""gözləri"", mədəsi və ayaq","əbir edən ( kimi adlar belə təyin olunur. İki əli, üzü, ""gözləri"", mədəsi və ayaq",r, ,olunur,İki,1,1,,3
d14_p688,14,14,688,.,və məzhəblər bu kontekstdə meydana çıxdı," Mücessime, Müşebbihe, Sələfi, Vəhhabi A","və məzhəblər bu kontekstdə meydana çıxdı. Mücessime, Müşebbihe, Sələfi, Vəhhabi A",ı, ,çıxdı,Mücessime,1,1,,4
d14_p818,14,14,818,.,r və onun ərşdə oturduğunu qəbul edirlər, Maturidi - Əşəri Görmək və eşitmək kimi,r və onun ərşdə oturduğunu qəbul edirlər. Maturidi - Əşəri Görmək və eşitmək kimi,r, ,edirlər,Maturidi,1,1,,5
d14_p902,14,14,902,.,hdud insan-tanrı bənzətməsini qəbul edir, Mutezile - Cəhmiyyə İslamda rasional mə,hdud insan-tanrı bənzətməsini qəbul edir. Mutezile - Cəhmiyyə İslamda rasional mə,r, ,edir,Mutezile,1,1,,6
d14_p1074,14,14,1074,.,ərliyinə qarşı çıxır və mücərrədlik edir, İslam dini fəlsəfəsinin ənənəvi adı ola,ərliyinə qarşı çıxır və mücərrədlik edir. İslam dini fəlsəfəsinin ənənəvi adı ola,r, ,edir,İslam,1,1,,7
d14_p1192,14,14,1192,., aid etmək onun mücəssəməsi hesab olunur," Bundan əlavə, Allahın insanlara bənzəmə"," aid etmək onun mücəssəməsi hesab olunur. Bundan əlavə, Allahın insanlara bənzəmə",r, ,olunur,Bundan,1,1,,8
d14_p1324,14,14,1324,., və İslama zidd və küfr kimi rədd edilir,, və İslama zidd və küfr kimi rədd edilir.,r,,edilir,,1,1,,9
d15_p102,15,15,102,.,"sındakı ""Ata Allah"" fiquru tənqid olunur"," İslamda ərş Allah ərş adlanan, mələklər","sındakı ""Ata Allah"" fiquru tənqid olunur. İslamda ərş Allah ərş adlanan, mələklər",r, ,olunur,İslamda,1,1,,0
d15_p192,15,15,192,.,ğı və ətrafında həmd edilən ərşdə oturur," Taxt üzləri qoç və ya insan, şir, öküz ","ğı və ətrafında həmd edilən ərşdə oturur. Taxt üzləri qoç və ya insan, şir, öküz ",r, ,oturur,Taxt,1,1,,1
d15_p276,15,15,276,.,qartal olan mələklər tərəfindən aparılır, Axirətdə bəzi peyğəmbərlərin iştirakı i,qartal olan mələklər tərəfindən aparılır. Axirətdə bəzi peyğəmbərlərin iştirakı i,r, ,aparılır,Axirətdə,1,1,,2
d15_p461,15,15,461,.,cə və farsca danışdıqları rəvayət edilir," Material və ölçü Şayiələrə görə, Ərş iş","cə və farsca danışdıqları rəvayət edilir. Material və ölçü Şayiələrə görə, Ərş iş",r, ,edilir,Material,1,1,,3
d15_p570,15,15,570,.,aqutdan yaradılmış böyük sütunlu taxtdır," Taxt alt, yuxarı, sağ, sol, çəkisi, köl","aqutdan yaradılmış böyük sütunlu taxtdır. Taxt alt, yuxarı, sağ, sol, çəkisi, köl",r, ,taxtdır,Taxt,1,1,,4
d15_p674,15,15,674,.,"ları olan böyük, günbəzşəkilli obyektdir", Yeddi göy və yer kürsüyə görə səhranın ,"ları olan böyük, günbəzşəkilli obyektdir. Yeddi göy və yer kürsüyə görə səhranın ",r, ,obyektdir,Yeddi,1,1,,5
d15_p799,15,15,799,.,üyə nisbətdə Ərşin ölçüsü səhra qədərdir, Yer Ərş firdevs/adn cənnətinin yeddinci,üyə nisbətdə Ərşin ölçüsü səhra qədərdir. Yer Ərş firdevs/adn cənnətinin yeddinci,r, ,qədərdir,Yer,1,1,,6
d15_p884,15,15,884,.,"anın üstündə, Allah isə Ərşin üstündədir", Günəşin orbiti Ərşin altındadır və nuru,"anın üstündə, Allah isə Ərşin üstündədir. Günəşin orbiti Ərşin altındadır və nuru",r, ,üstündədir,Günəşin,1,1,,7
d15_p947,15,15,947,.,altındadır və nurunu Ərşin nurundan alır, İlahiyyatçılara görə Allahın sifətləri ,altındadır və nurunu Ərşin nurundan alır. İlahiyyatçılara görə Allahın sifətləri ,r, ,alır,İlahiyyatçılara,1,1,,8
d15_p1107,15,15,1107,.,soflarının təyin etdiyi sifətlərə aiddir,,soflarının təyin etdiyi sifətlərə aiddir.,r,,aiddir,,1,1,,9
d16_p121,16,16,121,.,"ssendent, supra-mövcud) tərifini gətirdi", Kəlamda Allahın vücudu və ya varlığı on,"ssendent, supra-mövcud) tərifini gətirdi. Kəlamda Allahın vücudu və ya varlığı on",i, ,gətirdi,Kəlamda,1,1,,0
d16_p227,16,16,227,.,i ifadə olunan sifətləri ilə işlənmişdir," İlahiyyatçıların fikrincə, Allah Özü mə","i ifadə olunan sifətləri ilə işlənmişdir. İlahiyyatçıların fikrincə, Allah Özü mə",r, ,işlənmişdir,İlahiyyatçıların,1,1,,1
d16_p327,16,16,327,.,ımaq Onun Sifətlərini bilməklə mümkündür," Məzhəblərə görə fərqli olsa da, Allahın","ımaq Onun Sifətlərini bilməklə mümkündür. Məzhəblərə görə fərqli olsa da, Allahın",r, ,mümkündür,Məzhəblərə,1,1,,2
d16_p493,16,16,493,.,ız Allahda olduğuna inanılan sifətlərdir," Onun varlığı vacib, İbn Sinanın ifadəsi","ız Allahda olduğuna inanılan sifətlərdir. Onun varlığı vacib, İbn Sinanın ifadəsi",r, ,sifətlərdir,Onun,1,1,,3
d16_p720,16,16,720,.,fsi ilə möhkəm olan ( Kıyam bi nəfsihi ), Subuti sifətləri Bunlar tərəfindən Alla,fsi ilə möhkəm olan ( Kıyam bi nəfsihi ). Subuti sifətləri Bunlar tərəfindən Alla,), ,,Subuti,1,1,,4
d16_p866,16,16,866,.,da oxşar olan sifətlər kimi təyin edilir," Həyata malik olmaq, elm sahibi olmaq, e","da oxşar olan sifətlər kimi təyin edilir. Həyata malik olmaq, elm sahibi olmaq, e",r, ,edilir,Həyata,1,1,,5
d16_p1045,16,16,1045,.,z söyləmək ( Kəlam ) kimi sıralana bilər, Kəlam anlayışında Allahın varlığına və ,z söyləmək ( Kəlam ) kimi sıralana bilər. Kəlam anlayışında Allahın varlığına və ,r, ,bilər,Kəlam,1,1,,6
d16_p1200,16,16,1200,.,fətləri uzun müzakirələrə səbəb olmuşdur," İlahiyyatçılar bildirirlər ki, Allahın ","fətləri uzun müzakirələrə səbəb olmuşdur. İlahiyyatçılar bildirirlər ki, Allahın ",r, ,olmuşdur,İlahiyyatçılar,1,1,,7
d16_p1296,16,16,1296,.,"k olmaz, olmayanı isə ağılla bilmək olar"," Buna görə də, Allahın bənzəri olmadığı ","k olmaz, olmayanı isə ağılla bilmək olar. Buna görə də, Allahın bənzəri olmadığı ",r, ,olar,Buna,1,1,,8
d16_p1357,16,16,1357,.,"ın bənzəri olmadığı kimi, əksi də yoxdur",,"ın bənzəri olmadığı kimi, əksi də yoxdur.",r,,yoxdur,,1,1,,9
d17_p69,17,17,69,.,"hər şey ya mümkündür, ya da mümkün deyil"," Digərləri İbda dəlili, İhtirənin dəlili","hər şey ya mümkündür, ya da mümkün deyil. Digərləri İbda dəlili, İhtirənin dəlili",l, ,deyil,Digərləri,1,1,,0
d17_p214,17,17,214,.,"ərə), Burhan-ı Temanu, Burhan-i Telazum ", Şəxsi sifətlərdən biri olan Vəhdaniyyət,"ərə), Burhan-ı Temanu, Burhan-i Telazum . Şəxsi sifətlərdən biri olan Vəhdaniyyət", , ,Telazum,Şəxsi,1,1,,1
d17_p347,17,17,347,.,üçün İslam ədəbiyyatında mühüm yer tutur, Sufi baxışları Sufilərə görə Allah hər ,üçün İslam ədəbiyyatında mühüm yer tutur. Sufi baxışları Sufilərə görə Allah hər ,r, ,tutur,Sufi,1,1,,2
d17_p434,17,17,434,.,aşkardır (görünür) və əslində hər şeydir," Ondan kənar mövcudluq səltənəti, varlığ","aşkardır (görünür) və əslində hər şeydir. Ondan kənar mövcudluq səltənəti, varlığ",r, ,şeydir,Ondan,1,1,,3
d17_p517,17,17,517,.,ilə yoxluğu bərabər olan bir illüziyadır, Allah insanların şəklini və bədənini ( ,ilə yoxluğu bərabər olan bir illüziyadır. Allah insanların şəklini və bədənini ( ,r, ,illüziyadır,Allah,1,1,,4
d17_p601,17,17,601,.,"ul ) alır, onunla danışılır və dostlaşır", Quranda və hədislərdə Allaha aid edilən,"ul ) alır, onunla danışılır və dostlaşır. Quranda və hədislərdə Allaha aid edilən",r, ,dostlaşır,Quranda,1,1,,5
d17_p720,17,17,720,.,ə edilən fel və ya sifətlərdən gəlmişdir, İslam mistisizmində bunlardan 99-u müal,ə edilən fel və ya sifətlərdən gəlmişdir. İslam mistisizmində bunlardan 99-u müal,r, ,gəlmişdir,İslam,1,1,,6
d17_p798,17,17,798,.,"üalicə, ayin və dualarda istifadə olunur", Bu adların bəziləri ərəbləşmiş söz kökl,"üalicə, ayin və dualarda istifadə olunur. Bu adların bəziləri ərəbləşmiş söz kökl",r, ,olunur,Bu,1,1,,7
d17_p1025,17,17,1025,.,"Rəb, Hadi, Təvvab, Müsavvir, Quddus və s", Quranda Cəbrayıl və Mikayıl kimi mələk ,"Rəb, Hadi, Təvvab, Müsavvir, Quddus və s. Quranda Cəbrayıl və Mikayıl kimi mələk ",s, ,s,Quranda,1,1,,8
d17_p1143,17,17,1143,.,u kimi El (və ya İl) ilə əlaqələndirilir,,u kimi El (və ya İl) ilə əlaqələndirilir.,r,,əlaqələndirilir,,1,1,,9
d18_p95,18,18,95,.,n biri də Rəhmandır (ərəb mənşəli deyil), Bu sifət termininin (Rahmanan/Rahman) m,n biri də Rəhmandır (ərəb mənşəli deyil). Bu sifət termininin (Rahmanan/Rahman) m,), ,,Bu,1,1,,0
d18_p232,18,18,232,., Hadada həsr olunmuş yazıda rast gəlinir," Bundan əlavə, Esmaü'l-Hüsnada adı keçən"," Hadada həsr olunmuş yazıda rast gəlinir. Bundan əlavə, Esmaü'l-Hüsnada adı keçən",r, ,gəlinir,Bundan,1,1,,1
d18_p430,18,18,430,.,ləri antropomorfik məna daşıyan adlardır," Bu adlar arasında Əhəd, Səməd və Əziz, ","ləri antropomorfik məna daşıyan adlardır. Bu adlar arasında Əhəd, Səməd və Əziz, ",r, ,adlardır,Bu,1,1,,2
d18_p593,18,18,593,.,ın adları ilə oxşarlığı ilə diqqət çəkir, Muazzez İlmiye Çığ bir misalla bildirir,ın adları ilə oxşarlığı ilə diqqət çəkir. Muazzez İlmiye Çığ bir misalla bildirir,r, ,çəkir,Muazzez,1,1,,3
d18_p689,18,18,689,., yolunda edilən dəyişikliklərdən biridir, İslamdan əvvəlki ərəb cəmiyyətində tanr, yolunda edilən dəyişikliklərdən biridir. İslamdan əvvəlki ərəb cəmiyyətində tanr,r, ,biridir,İslamdan,1,1,,4
d18_p876,18,18,876,., dini dairələrin diqqətini cəlb etmişdir," Qeydlər Taxt, ilahiyyatçılar tərəfindən"," dini dairələrin diqqətini cəlb etmişdir. Qeydlər Taxt, ilahiyyatçılar tərəfindən",r, ,etmişdir,Qeydlər,1,1,,5
d18_p961,18,18,961,.,iyyəti bilinməyən taxt kimi ifadə edilir," Bundan əlavə, Baal məbədində Baalın otu","iyyəti bilinməyən taxt kimi ifadə edilir. Bundan əlavə, Baal məbədində Baalın otu",r, ,edilir,Bundan,1,1,,6
d18_p1080,18,18,1080,.,"adı da Arş ( Arşu, Arsu) kimi xatırlanır", Bu idman növü 2000-ci ildən etibarən Ol,"adı da Arş ( Arşu, Arsu) kimi xatırlanır. Bu idman növü 2000-ci ildən etibarən Ol",r, ,xatırlanır,Bu,1,1,,7
d18_p1151,18,18,1151,.,tibarən Olimpiya oyunlarına daxil edilib, sözü qədim yunan mənşəlidir. Fərdi bir ,tibarən Olimpiya oyunlarına daxil edilib. sözü qədim yunan mənşəlidir. Fərdi bir ,b, ,edilib,sözü,0,0,,8
